Time,TC1/u (J_per_m3),TC2/u (J_per_m3),TC3/u (J_per_m3),TC4/u (J_per_m3),TC5/u (J_per_m3),TC9/u (J_per_m3)
785.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
790.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
795.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
800.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
805.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
810.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
815.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
820.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
825.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
830.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
835.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
840.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
845.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
850.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
855.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
860.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
865.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
870.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
875.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
880.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
885.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
890.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
895.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
900.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
905.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
910.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
915.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
920.0,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
925.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
930.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
935.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
940.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
945.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
950.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
955.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
960.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
965.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
970.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
975.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
980.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
985.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
990.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
995.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
1000.0,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
