Time,TC1/v (m3_per_s),TC2/v (m3_per_s),TC3/v (m3_per_s),TC4/v (m3_per_s),TC5/v (m3_per_s),TC9/v (m3_per_s)
1.78,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
1.79,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.8,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.81,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.82,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.83,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.84,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
1.85,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
1.86,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.87,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.8800000000000001,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.8900000000000001,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.9000000000000001,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.9100000000000001,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.92,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.93,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.94,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.95,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.96,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.97,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.98,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
1.99,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.0,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.0100000000000002,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.02,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.0300000000000002,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.04,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.05,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.06,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.07,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.08,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.09,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.1,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.11,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.12,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.13,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.14,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.15,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.16,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.17,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.18,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.19,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.2,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.21,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.22,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
2.23,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
2.24,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.25,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
2.2600000000000002,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
2.27,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.2800000000000002,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.29,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.3000000000000003,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.31,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.32,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.33,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.34,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.35,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.36,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.37,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.38,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.39,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.4,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.41,4.60919021650054e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.42,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.43,4.609190216500534e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.44,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.45,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.46,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.47,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.48,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.49,4.609190216500534e-13,5.364773372410882e-13,1.6780512060215433e-13,1.3713528208936034e-12,3.3999953629346746e-13,8.934461633196334e-13
2.5,4.60919021650054e-13,5.364773372410874e-13,1.678051206021541e-13,1.3713528208936034e-12,3.3999953629346756e-13,8.934461633196334e-13
