Time,TC1/u (J_per_m3),TC2/u (J_per_m3),TC3/u (J_per_m3),TC4/u (J_per_m3),TC5/u (J_per_m3),TC9/u (J_per_m3)
2.39,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.4,3403.996247584898,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.41,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.42,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.43,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.44,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
2.45,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
2.46,3403.9962475848974,3473.9136890079008,3473.913689007901,3514.3022820715905,3543.3673054697942,5150.23842134007
2.47,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.48,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.49,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
2.5,3403.9962475848974,3473.9136890079008,3473.9136890079008,3514.3022820715905,3543.3673054697942,5150.23842134007
