Time,TC1/v (m3_per_s),TC2/v (m3_per_s),TC3/v (m3_per_s),TC4/v (m3_per_s),TC5/v (m3_per_s),TC9/v (m3_per_s)
1.8800000000000001,7.466277080114235e-18,8.690221620113372e-18,2.718220483500578e-18,1.9324244277862946e-12,4.791060326411369e-13,1.3584506648472982e-12
1.8900000000000001,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277867142e-12,4.791060326412357e-13,1.3584506648476015e-12
1.9000000000000001,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277870793e-12,4.791060326413212e-13,1.3584506648478632e-12
1.9100000000000001,7.466277080114235e-18,8.69022161958452e-18,2.7182204833351577e-18,1.932424427787393e-12,4.791060326413951e-13,1.3584506648480898e-12
1.92,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277876654e-12,4.791060326414589e-13,1.3584506648482857e-12
1.93,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277879013e-12,4.791060326415142e-13,1.3584506648484555e-12
1.94,7.466277080114235e-18,8.690221619937088e-18,2.718220483500578e-18,1.932424427788105e-12,4.79106032641562e-13,1.3584506648486022e-12
1.95,7.466277080114235e-18,8.69022161958452e-18,2.718220483390298e-18,1.9324244277882813e-12,4.791060326416031e-13,1.3584506648487288e-12
1.96,7.466277080114235e-18,8.690221619937088e-18,2.718220483500578e-18,1.9324244277884336e-12,4.791060326416391e-13,1.3584506648488388e-12
1.97,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277885645e-12,4.791060326416697e-13,1.3584506648489335e-12
1.98,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277886796e-12,4.791060326416964e-13,1.3584506648490157e-12
1.99,7.466277080114235e-18,8.69022161958452e-18,2.7182204833351577e-18,1.932424427788777e-12,4.791060326417198e-13,1.3584506648490868e-12
2.0,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277888634e-12,4.791060326417397e-13,1.358450664849148e-12
2.0100000000000002,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427788937e-12,4.791060326417571e-13,1.3584506648492011e-12
2.02,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277890003e-12,4.791060326417719e-13,1.358450664849247e-12
2.0300000000000002,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277890556e-12,4.791060326417847e-13,1.3584506648492868e-12
2.04,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277891025e-12,4.791060326417961e-13,1.3584506648493209e-12
2.05,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789144e-12,4.791060326418056e-13,1.358450664849351e-12
2.06,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277891804e-12,4.791060326418141e-13,1.3584506648493764e-12
2.07,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789211e-12,4.791060326418216e-13,1.3584506648493988e-12
2.08,7.466277080114235e-18,8.69022161958452e-18,2.7182204833351577e-18,1.9324244277892374e-12,4.791060326418276e-13,1.3584506648494182e-12
2.09,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789261e-12,4.791060326418331e-13,1.3584506648494346e-12
2.1,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.93242442778928e-12,4.791060326418376e-13,1.358450664849449e-12
2.11,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789298e-12,4.791060326418419e-13,1.3584506648494612e-12
2.12,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893133e-12,4.791060326418452e-13,1.358450664849472e-12
2.13,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893254e-12,4.79106032641848e-13,1.358450664849481e-12
2.14,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893363e-12,4.791060326418507e-13,1.3584506648494891e-12
2.15,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789346e-12,4.791060326418535e-13,1.3584506648494964e-12
2.16,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893553e-12,4.791060326418551e-13,1.3584506648495024e-12
2.17,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789362e-12,4.791060326418571e-13,1.3584506648495075e-12
2.18,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893674e-12,4.791060326418586e-13,1.3584506648495121e-12
2.19,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789374e-12,4.791060326418595e-13,1.3584506648495162e-12
2.2,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789378e-12,4.79106032641861e-13,1.3584506648495196e-12
2.21,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893824e-12,4.791060326418618e-13,1.3584506648495222e-12
2.22,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789386e-12,4.791060326418623e-13,1.3584506648495249e-12
2.23,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789389e-12,4.79106032641863e-13,1.3584506648495269e-12
2.24,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893917e-12,4.791060326418638e-13,1.3584506648495285e-12
2.25,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789394e-12,4.791060326418645e-13,1.3584506648495305e-12
2.2600000000000002,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893957e-12,4.79106032641865e-13,1.358450664849532e-12
2.27,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277893977e-12,4.791060326418654e-13,1.3584506648495331e-12
2.2800000000000002,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789399e-12,4.791060326418653e-13,1.3584506648495341e-12
2.29,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894e-12,4.791060326418658e-13,1.3584506648495352e-12
2.3000000000000003,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894013e-12,4.79106032641866e-13,1.358450664849536e-12
2.31,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894017e-12,4.791060326418666e-13,1.3584506648495366e-12
2.32,7.466277079813624e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789403e-12,4.791060326418666e-13,1.3584506648495372e-12
2.33,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894038e-12,4.791060326418666e-13,1.3584506648495376e-12
2.34,7.466277079813624e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789405e-12,4.791060326418669e-13,1.3584506648495382e-12
2.35,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894054e-12,4.791060326418669e-13,1.358450664849539e-12
2.36,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894054e-12,4.791060326418671e-13,1.358450664849539e-12
2.37,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789406e-12,4.791060326418671e-13,1.3584506648495392e-12
2.38,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789406e-12,4.791060326418673e-13,1.3584506648495396e-12
2.39,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894066e-12,4.791060326418673e-13,1.3584506648495396e-12
2.4,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894066e-12,4.791060326418673e-13,1.35845066484954e-12
2.41,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894066e-12,4.791060326418673e-13,1.35845066484954e-12
2.42,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894074e-12,4.791060326418673e-13,1.35845066484954e-12
2.43,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894074e-12,4.791060326418673e-13,1.3584506648495402e-12
2.44,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418676e-13,1.3584506648495402e-12
2.45,7.466277079813624e-18,8.690221619937088e-18,2.718220483445438e-18,1.9324244277894074e-12,4.791060326418676e-13,1.3584506648495402e-12
2.46,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418676e-13,1.3584506648495406e-12
2.47,7.466277079813624e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418676e-13,1.3584506648495406e-12
2.48,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418676e-13,1.3584506648495406e-12
2.49,7.466277079813624e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418676e-13,1.3584506648495406e-12
2.5,7.466277080114235e-18,8.690221619937088e-18,2.718220483445438e-18,1.932424427789408e-12,4.791060326418679e-13,1.3584506648495406e-12
