Time,TC1/v (m3_per_s),TC2/v (m3_per_s),TC3/v (m3_per_s),TC4/v (m3_per_s),TC5/v (m3_per_s),TC9/v (m3_per_s)
1.87,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.8800000000000001,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
1.8900000000000001,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.9000000000000001,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.9100000000000001,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
1.92,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.93,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.94,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.95,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.96,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.97,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.98,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
1.99,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.0,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.0100000000000002,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.02,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
2.0300000000000002,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.04,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798603e-13
2.05,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798603e-13
2.06,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798603e-13
2.07,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798603e-13
2.08,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798603e-13
2.09,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.2175276041961587e-13,8.885067347798603e-13
2.1,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.2175276041961587e-13,8.885067347798603e-13
2.11,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230556e-12,3.2175276041961587e-13,8.885067347798603e-13
2.12,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.13,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
2.14,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.15,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.16,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.17,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.18,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.19,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.2,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.21,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.22,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.23,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.24,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.25,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
2.2600000000000002,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.27,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
2.2800000000000002,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.29,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.3000000000000003,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.31,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.32,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.33,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.34,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.35,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.36,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.37,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.38,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.39,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.4,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.41,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.42,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.43,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.44,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.45,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.46,4.992033689977531e-13,5.810376260518638e-13,1.8174316442785031e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.47,4.992033689977537e-13,5.810376260518638e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.48,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
2.49,4.992033689977531e-13,5.810376260518642e-13,1.8174316442785044e-13,1.2977563453230556e-12,3.21752760419616e-13,8.885067347798605e-13
2.5,4.992033689977537e-13,5.810376260518642e-13,1.8174316442785054e-13,1.2977563453230562e-12,3.21752760419616e-13,8.885067347798605e-13
